name,x,y,county,ordinal_cat,COVID-19 danger
Texaco,-117.63250690000001,35.371712,Kern,0,
Arco,-118.34623970000001,34.0574629,Los Angeles,3,Medium Risk
Unknown Name,-114.62406570000002,34.850927899999995,San Bernardino,0,
Bel-air Aisle 1,-121.53249199999999,38.642370299999996,Yolo,2,Mild Risk
Unknown Name,-117.30179150000001,34.546229700000005,San Bernardino,1,Low Risk
Shell,-122.05441940000001,37.5960692,Alameda,3,Medium Risk
Unknown Name,-118.44950559999998,35.142637799999996,Kern,0,
Mobil,-118.3968057,34.150104,Los Angeles,3,Medium Risk
Unknown Name,-118.41363329999999,35.1272922,Kern,0,
Unknown Name,-118.4346717,35.1302326,Kern,0,
Unknown Name,-118.44622930000001,35.1316787,Kern,0,
Circle K,-118.4441017,35.1313789,Kern,0,
Shell,-118.3938419,34.1439396,Los Angeles,3,Medium Risk
Love's,-118.40820349999998,35.1255468,Kern,0,
Mountain Village,-118.4526872,35.1323033,Kern,0,
Chevron,-117.12123700000001,32.7486859,San Diego,3,Medium Risk
Unknown Name,-121.2852131,38.8508395,Placer,2,Mild Risk
Shell,-121.76911270000001,36.2359309,Monterey,3,Medium Risk
Chevron,-117.24170079999999,33.1456854,San Diego,3,Medium Risk
Costco Gasoline,-122.1831033,37.7207644,Alameda,3,Medium Risk
Arco,-118.1749705,35.05782620000001,Kern,0,
Unknown Name,-118.17291850000001,35.0514223,Kern,0,
Unknown Name,-118.17166019999999,35.0474725,Kern,0,
Unknown Name,-118.1777165,35.067182700000004,Kern,0,
Shell,-118.1737649,35.054454299999996,Kern,0,
Jawbone Canyon Store,-118.0062137,35.2958928,Kern,0,
Unknown Name,-122.4160945,37.6287118,San Mateo,1,Low Risk
Unknown Name,-117.68908700000001,35.5942695,Kern,0,
Unknown Name,-117.67429720000001,35.6046899,Kern,0,
Shell,-121.8584765,39.7309196,Butte,3,Medium Risk
Don's Gas / Market,-118.94505929999998,34.821477,Kern,3,Medium Risk
Chevron,-118.0466485,34.062522200000004,Los Angeles,3,Medium Risk
Arco,-118.0421249,34.0625345,Los Angeles,3,Medium Risk
Valero,-122.44452,37.798587,San Francisco,2,Mild Risk
Chevron,-122.4309646,37.8007618,San Francisco,2,Mild Risk
Shell,-122.431458,37.800661,San Francisco,2,Mild Risk
76,-122.42239769999999,37.742133,San Francisco,2,Mild Risk
Unknown Name,-116.07516159999999,35.2646088,San Bernardino,0,
76,-121.27177730000001,38.729760999999996,Sacramento,3,Medium Risk
Chevron,-121.3085739,38.7442197,Sacramento,3,Medium Risk
Shell,-118.1186898,34.06232429999999,Los Angeles,3,Medium Risk
76,-121.2651726,38.78143529999999,Sacramento,3,Medium Risk
Unknown Name,-116.2089767,35.1326722,San Bernardino,0,
Unknown Name,-115.7440683,34.55860870000001,San Bernardino,0,
Unknown Name,-117.1385517,32.7555415,San Diego,3,Medium Risk
Unknown Name,-117.1391387,32.755562,San Diego,3,Medium Risk
Arco,-122.0118423,37.561055700000004,Alameda,3,Medium Risk
76,-122.01242830000001,37.560571100000004,Alameda,3,Medium Risk
Chevron,-122.011577,37.5601246,Alameda,3,Medium Risk
Mobil,-118.4429028,33.9565385,Los Angeles,3,Medium Risk
76,-121.3648969,36.4502893,Monterey,3,Medium Risk
Shell,-118.313201,34.0983692,Los Angeles,3,Medium Risk
Double AA,-122.4719702,37.7162023,San Francisco,2,Mild Risk
Redmond 76,-121.88493259999998,37.228467200000004,Santa Clara,3,Medium Risk
76,-122.51836159999999,37.9253994,Marin,1,Low Risk
Chevron,-122.51635559999998,37.929589799999995,Marin,1,Low Risk
Kwik-Serv,-122.5228299,37.925658,Marin,1,Low Risk
Chevron,-122.52095829999999,37.945619,Marin,1,Low Risk
Shell,-122.520049,37.9452932,Marin,1,Low Risk
Unknown Name,-120.055866,36.954727500000004,Fresno,1,Low Risk
76,-122.2452647,37.8100468,Alameda,3,Medium Risk
San Benito Petroleum,-121.39926609999999,36.853228200000004,Monterey,3,Medium Risk
Unknown Name,-122.09027549999999,37.0899446,Santa Cruz,2,Mild Risk
Unknown Name,-121.9566804,37.248405,Santa Clara,3,Medium Risk
Chevron,-121.9627423,37.2352912,Santa Clara,3,Medium Risk
76,-122.0643709,37.6069005,Alameda,3,Medium Risk
Chevron,-122.0658567,37.6084945,Alameda,3,Medium Risk
76,-122.0446053,37.62818529999999,Alameda,3,Medium Risk
National Petroleum,-122.0699495,37.5902123,Alameda,3,Medium Risk
Chevron,-122.0702963,37.5896437,Alameda,3,Medium Risk
Chevron,-118.145967,33.997257299999994,Los Angeles,3,Medium Risk
Valero,-118.32701180000001,34.083079299999994,Los Angeles,3,Medium Risk
USA Gasoline,-117.14049070000002,33.5501123,Riverside,3,Medium Risk
USA Gasoline,-117.14118799999999,33.551303999999995,Riverside,3,Medium Risk
76,-121.84640929999999,37.250276799999995,Santa Clara,3,Medium Risk
Chevron,-117.90798219999999,34.121969299999996,Los Angeles,3,Medium Risk
Unknown Name,-117.9071523,34.1212716,Los Angeles,3,Medium Risk
Shell,-117.2133298,33.1678843,San Diego,3,Medium Risk
Marina,-122.16006329999999,37.7134764,Alameda,3,Medium Risk
Valero,-122.16207649999998,37.71261060000001,Alameda,3,Medium Risk
Steve's,-121.23586159999999,38.7904334,Sacramento,3,Medium Risk
Unknown Name,-117.65989009999998,33.8786029,Riverside,3,Medium Risk
Unknown Name,-117.659241,33.878729799999995,Riverside,3,Medium Risk
Shell,-122.078148,37.6312518,Alameda,3,Medium Risk
76,-122.07619979999998,37.6315518,Alameda,3,Medium Risk
Chevron,-122.0976015,37.6329027,Alameda,3,Medium Risk
Valero,-122.0977716,37.6335028,Alameda,3,Medium Risk
76,-122.1016365,37.6385399,Alameda,3,Medium Risk
7-Eleven,-121.38245020000001,38.6905512,Sacramento,3,Medium Risk
76,-121.38238909999998,38.668982299999996,Sacramento,3,Medium Risk
Shell,-121.38249270000001,38.7037554,Sacramento,3,Medium Risk
Unknown Name,-117.6802624,34.0188194,San Bernardino,3,Medium Risk
Shell,-122.198848,37.7334999,Alameda,3,Medium Risk
Shell,-121.8609491,37.304269899999994,Santa Clara,3,Medium Risk
Unknown Name,-122.287783,37.530541,San Mateo,1,Low Risk
DoubleTime,-122.2711024,37.517389200000004,San Mateo,1,Low Risk
AAFES Express,-121.80646259999999,36.6449389,Monterey,3,Medium Risk
Shell,-121.77538290000001,36.66471660000001,Monterey,3,Medium Risk
Unknown Name,-117.59254909999999,34.0187781,Riverside,2,Mild Risk
Unknown Name,-117.59286680000001,34.0195152,Riverside,2,Mild Risk
Unknown Name,-122.17996570000001,37.705422399999996,Alameda,3,Medium Risk
Unknown Name,-117.57658190000001,34.047732700000005,San Bernardino,3,Medium Risk
Valero,-121.78449509999999,36.680116299999995,Monterey,3,Medium Risk
Arco,-121.9038571,37.23234229999999,Santa Clara,3,Medium Risk
76,-122.2769831,37.5192008,San Mateo,1,Low Risk
Unknown Name,-121.7762363,37.2269391,Santa Clara,3,Medium Risk
Chevron,-121.9565923,38.53038170000001,Yolo,3,Medium Risk
Flyers Energy,-122.2711158,37.5182328,San Mateo,1,Low Risk
Shell,-117.56098300000001,34.107069200000005,San Bernardino,3,Medium Risk
Unknown Name,-117.54942240000001,34.1058479,San Bernardino,3,Medium Risk
Unknown Name,-117.5287215,34.1059104,San Bernardino,3,Medium Risk
Unknown Name,-122.2667706,37.511906700000004,San Mateo,1,Low Risk
Unknown Name,-117.61132830000001,34.02941129999999,San Bernardino,3,Medium Risk
Unknown Name,-117.6280527,34.0543378,San Bernardino,3,Medium Risk
Unknown Name,-117.62892659999999,34.079547399999996,San Bernardino,3,Medium Risk
Unknown Name,-117.62895259999998,34.0782874,San Bernardino,3,Medium Risk
Chevron,-121.8712577,37.2297177,Santa Clara,3,Medium Risk
Old Cambria Wine and Gifts,-121.10212040000002,35.5686945,San Luis Obispo,2,Mild Risk
Chevron,-116.2705034,35.97496539999999,San Bernardino,0,
7,-121.7712688,36.83135720000001,Santa Cruz,2,Mild Risk
Unknown Name,-116.82285159999998,33.9322961,Riverside,2,Mild Risk
Unknown Name,-116.78028290000002,33.918141999999996,Riverside,2,Mild Risk
Orcutt 76,-120.4469187,34.8649076,Santa Barbara,2,Mild Risk
Unknown Name,-116.8857713,33.925668200000004,Riverside,2,Mild Risk
Unknown Name,-116.87418390000002,33.9213033,Riverside,2,Mild Risk
Pine Cove Gas & Market,-116.7391586,33.7585781,Riverside,2,Mild Risk
Unknown Name,-117.15847140000001,33.4135702,San Diego,1,Low Risk
Unknown Name,-122.2762693,37.7770027,Alameda,3,Medium Risk
Chevron,-118.17294640000001,34.05908220000001,Los Angeles,3,Medium Risk
Valero Corner Store,-122.0234531,36.983486600000006,Santa Cruz,2,Mild Risk
Arco,-117.12761670000002,33.19762539999999,San Diego,1,Low Risk
Arco,-120.4547561,34.9310885,Santa Barbara,2,Mild Risk
Arco,-122.13925649999999,37.6861277,Alameda,3,Medium Risk
Cal Gas,-122.1383321,37.6829921,Alameda,3,Medium Risk
Home Gas,-122.4024683,37.724165899999996,San Francisco,2,Mild Risk
76,-122.3882905,37.7426761,San Francisco,2,Mild Risk
Valero,-122.4018703,37.72422750000001,San Francisco,2,Mild Risk
Chevron,-122.38807949999999,37.743115,San Francisco,2,Mild Risk
Chevron,-122.4409983,37.7169401,San Francisco,2,Mild Risk
76,-118.23868909999999,34.0762089,Los Angeles,3,Medium Risk
Flying J,-119.1874575,35.5311601,Kern,3,Medium Risk
Silver Gas & Diesel,-122.4057886,37.732214,San Francisco,2,Mild Risk
Shell,-122.4061237,37.732538299999995,San Francisco,2,Mild Risk
Mobil,-117.932597,33.9170657,Orange,3,Medium Risk
Arco,-117.88103190000001,33.8183495,Orange,3,Medium Risk
7-Eleven,-117.9085299,33.8182945,Orange,3,Medium Risk
Unknown Name,-117.9588991,33.858838399999996,Orange,3,Medium Risk
Unknown Name,-117.9596797,33.858813899999994,Orange,3,Medium Risk
76 Gas Station,-121.327052,38.6608794,Sacramento,3,Medium Risk
ARCO Gas Station,-121.32718349999999,38.660282,Sacramento,3,Medium Risk
Valero,-122.1177969,37.6659992,Alameda,3,Medium Risk
Shell,-121.9035381,37.6981951,Alameda,3,Medium Risk
Chevron,-117.1240369,33.5920895,Riverside,3,Medium Risk
Flyers,-122.1825814,37.7077341,Alameda,3,Medium Risk
Shell Gas Station,-117.251496,33.3707132,San Diego,1,Low Risk
Shell,-117.20634579999998,33.5678761,Riverside,3,Medium Risk
Valero,-120.0247246,36.923222100000004,Fresno,1,Low Risk
Rapid 14,-118.33492620000001,34.171625899999995,Los Angeles,3,Medium Risk
Arco,-117.07670729999998,33.7394623,Riverside,2,Mild Risk
Unknown Name,-117.1042332,33.743222700000004,Riverside,2,Mild Risk
Chevron,-118.3303791,34.10615429999999,Los Angeles,3,Medium Risk
Sam's Club,-117.17919909999999,33.553931,Riverside,3,Medium Risk
Unknown Name,-117.17014180000001,32.786084100000004,San Diego,3,Medium Risk
USA Gas,-117.89966100000001,33.9160014,Orange,3,Medium Risk
Sunnyside 76,-117.9095085,33.89977460000001,Orange,3,Medium Risk
Unknown Name,-117.2466814,33.1670291,San Diego,3,Medium Risk
Unknown Name,-117.2316409,33.2108899,San Diego,3,Medium Risk
Unknown Name,-117.2302081,33.2108685,San Diego,3,Medium Risk
76,-122.2699442,37.798855700000004,Alameda,3,Medium Risk
Arco,-117.2265353,34.136065,San Bernardino,1,Low Risk
Chevron,-117.1935993,34.1361476,San Bernardino,1,Low Risk
Oak Knoll Mobil,-120.4184093,34.864624,Santa Barbara,2,Mild Risk
Munoz 76,-120.418479,34.8653326,Santa Barbara,2,Mild Risk
Unknown Name,-117.2181143,33.781981099999996,Riverside,2,Mild Risk
Chevron,-117.2013544,33.0968648,San Diego,3,Medium Risk
Chevron,-117.2008129,33.5753689,Riverside,3,Medium Risk
76,-122.2581936,37.5119518,San Mateo,1,Low Risk
Holly,-122.25809240000001,37.511536299999996,San Mateo,1,Low Risk
76,-117.15765619999999,33.5559764,Riverside,3,Medium Risk
Unknown Name,-117.86941170000001,33.9114198,Orange,3,Medium Risk
Chevron,-122.0962332,37.390518,Santa Clara,3,Medium Risk
Shell,-120.6484148,35.4630537,San Luis Obispo,2,Mild Risk
Unknown Name,-117.24310030000001,33.9024117,Riverside,2,Mild Risk
ARCO,-117.9240736,33.8794941,Orange,3,Medium Risk
Arco,-117.3991325,34.5063378,San Bernardino,1,Low Risk
Shell,-117.2252192,33.845092799999996,Riverside,2,Mild Risk
Unknown Name,-117.226606,33.845097499999994,Riverside,2,Mild Risk
Unknown Name,-117.22559869999999,33.8441017,Riverside,2,Mild Risk
Shell,-122.297849,37.83803320000001,Alameda,3,Medium Risk
Shell,-122.2672494,37.7947847,Alameda,3,Medium Risk
Unknown Name,-117.225715,33.8815356,Riverside,2,Mild Risk
Unknown Name,-117.2257845,33.8887536,Riverside,2,Mild Risk
Arco,-117.3647104,34.4707035,San Bernardino,1,Low Risk
Unknown Name,-117.2615582,33.91755429999999,Riverside,2,Mild Risk
Shell,-117.3239877,33.9158474,Riverside,2,Mild Risk
Chevron,-117.647398,34.442975399999995,San Bernardino,1,Low Risk
Circle K,-117.3463896,34.5064218,San Bernardino,1,Low Risk
Arco,-117.3472025,34.5063136,San Bernardino,1,Low Risk
Unknown Name,-122.2619058,37.50825820000001,San Mateo,1,Low Risk
Arco,-121.3126618,37.95390620000001,San Joaquin,3,Medium Risk
Shell,-117.8995691,33.9322583,Los Angeles,3,Medium Risk
Unknown Name,-117.3367328,33.9760301,San Bernardino,3,Medium Risk
Unknown Name,-117.34017479999999,33.975413700000004,San Bernardino,3,Medium Risk
Arco,-117.5729742,34.4266234,San Bernardino,1,Low Risk
Unocal,-117.57225,34.426037,San Bernardino,1,Low Risk
Unknown Name,-117.3674283,34.0374987,San Bernardino,3,Medium Risk
Chevron,-121.3640365,38.6605893,Sacramento,3,Medium Risk
Valero,-121.36481940000002,38.6608236,Sacramento,3,Medium Risk
Unknown Name,-117.3132257,34.0656792,San Bernardino,3,Medium Risk
Unknown Name,-117.32486909999999,34.0666316,San Bernardino,3,Medium Risk
7-Eleven,-121.85625359999999,36.5974297,Monterey,3,Medium Risk
Unknown Name,-117.340305,33.9833054,San Bernardino,3,Medium Risk
Pacific Pride,-121.5782037,37.0250579,Santa Cruz,2,Mild Risk
Quick and Easy,-121.00269080000001,37.252994,Merced,3,Medium Risk
Kwik Serv,-120.99781180000001,37.2536731,Merced,3,Medium Risk
Unknown Name,-117.1856604,33.7147205,Riverside,3,Medium Risk
Chevron,-118.76187479999999,34.144851700000004,Los Angeles,3,Medium Risk
Unknown Name,-117.2158932,33.786923200000004,Riverside,2,Mild Risk
Arco,-117.3842405,34.427071999999995,San Bernardino,1,Low Risk
76,-117.385696,34.4271402,San Bernardino,1,Low Risk
Market at the Ranch,-117.0796846,32.912661699999994,San Diego,3,Medium Risk
Unknown Name,-117.06055500000001,32.934322200000004,San Diego,3,Medium Risk
Unknown Name,-117.14569420000001,32.9050395,San Diego,3,Medium Risk
Unknown Name,-117.322725,34.0335652,San Bernardino,3,Medium Risk
Circle K,-117.00492859999999,32.7732201,San Diego,3,Medium Risk
Unknown Name,-121.44589540000001,35.876125099999996,San Luis Obispo,2,Mild Risk
Unknown Name,-117.2950462,33.1788077,San Diego,3,Medium Risk
Unknown Name,-121.64350120000002,36.88902279999999,Monterey,3,Medium Risk
Chevron,-121.91068899999999,37.7188977,Alameda,3,Medium Risk
Pacific Pride Commercial Fueling,-121.9497088,37.383774700000004,Santa Clara,3,Medium Risk
Flying J,-117.39863159999999,34.4080881,San Bernardino,1,Low Risk
Easter Market,-117.1564348,33.917723200000005,Riverside,2,Mild Risk
Unknown Name,-120.37432709999999,38.8144532,El Dorado,1,Low Risk
Arco,-117.16753100000001,33.6411088,Riverside,3,Medium Risk
Chevron,-121.28382620000001,38.8105324,Sacramento,3,Medium Risk
Unocal,-117.36398390000002,34.470724600000004,San Bernardino,1,Low Risk
Unknown Name,-117.3720679,34.38341679999999,San Bernardino,1,Low Risk
Main Street Shell,-120.4161025,34.9527097,Santa Barbara,2,Mild Risk
Main Street Mobil,-120.4184989,34.9527075,Santa Barbara,2,Mild Risk
USA Gasoline,-117.18229380000001,34.064290299999996,San Bernardino,1,Low Risk
7-Eleven,-121.2648503,38.795419700000004,Sacramento,3,Medium Risk
Unknown Name,-117.24187890000002,32.7511327,San Diego,3,Medium Risk
Unknown Name,-121.2049253,38.80623350000001,Sacramento,3,Medium Risk
Unknown Name,-121.20484920000001,38.8068715,Sacramento,3,Medium Risk
Valero,-119.74560770000001,36.779276,Fresno,1,Low Risk
Unknown Name,-117.29341540000001,34.5364011,San Bernardino,1,Low Risk
Unknown Name,-117.78650209999999,33.863017,Orange,3,Medium Risk
Mobil,-117.881428,33.91042410000001,Orange,3,Medium Risk
Arco,-117.8805483,33.9105421,Orange,3,Medium Risk
Chevron,-117.8938485,33.913762899999995,Orange,3,Medium Risk
Shell,-117.0706452,33.070205300000005,San Diego,3,Medium Risk
Union 76,-117.18003940000001,34.0575136,San Bernardino,1,Low Risk
Chevron,-122.2117662,39.5239026,Butte,3,Medium Risk
Sunrise 7,-121.8230757,37.2799026,Santa Clara,3,Medium Risk
7-Eleven,-117.3664149,33.8825792,Riverside,2,Mild Risk
Arco,-122.29748799999999,37.886480999999996,Alameda,3,Medium Risk
Shell,-122.297626,37.887031,Alameda,3,Medium Risk
Arco,-117.4536703,33.9348429,Riverside,2,Mild Risk
76,-117.4544529,33.943081799999995,Riverside,2,Mild Risk
Exxon,-122.3048361,37.551916299999995,San Mateo,1,Low Risk
ampm,-121.0122608,37.674391,Stanislaus,2,Mild Risk
Shell,-120.93875659999999,37.7382281,Stanislaus,2,Mild Risk
76,-120.93152830000001,37.73789420000001,Stanislaus,2,Mild Risk
Circle K,-120.864949,37.7590171,Stanislaus,2,Mild Risk
Valero,-120.8601354,37.7610559,Stanislaus,2,Mild Risk
Chevron,-120.85585970000001,37.763112,Stanislaus,2,Mild Risk
Valero,-120.8589635,37.7616437,Stanislaus,2,Mild Risk
U Gas,-120.91900890000001,37.74064420000001,Stanislaus,2,Mild Risk
One Stop,-121.1773966,37.5611407,San Joaquin,3,Medium Risk
Kwik Serve,-121.1278867,37.470314,Stanislaus,3,Medium Risk
76,-118.28221529999999,33.960719399999995,Los Angeles,3,Medium Risk
Chevron,-118.26986629999999,33.9598273,Los Angeles,3,Medium Risk
Valero,-118.26991729999999,33.960381299999995,Los Angeles,3,Medium Risk
Chevron,-121.94771920000001,37.490145500000004,Alameda,3,Medium Risk
Unknown Name,-117.07389609999998,32.6820977,San Diego,3,Medium Risk
Chevron,-117.17168079999999,32.9071879,San Diego,3,Medium Risk
76,-123.04376940000002,38.329113299999996,Sonoma,2,Mild Risk
USA Gasoline,-122.70794579999999,38.3287327,Sonoma,2,Mild Risk
Valero,-118.2378348,34.04124520000001,Los Angeles,3,Medium Risk
Quik Korner,-117.0820088,33.111342300000004,San Diego,3,Medium Risk
K,-116.7786377,32.8379923,San Diego,3,Medium Risk
Chevron,-116.91736780000001,34.2411661,San Bernardino,1,Low Risk
Valero,-116.91109850000001,34.2434971,San Bernardino,1,Low Risk
USA Gasoline,-117.20199450000001,32.831421399999996,San Diego,3,Medium Risk
Performance Fuels,-124.15890309999999,40.8039808,Del Norte,2,Mild Risk
Unknown Name,-124.1626251,40.8034239,Del Norte,2,Mild Risk
Unknown Name,-124.15694750000002,40.8029886,Del Norte,2,Mild Risk
Unknown Name,-118.5970767,34.178802399999995,Los Angeles,3,Medium Risk
76,-118.60567730000001,34.1934128,Los Angeles,3,Medium Risk
Shell,-118.331267,33.9886895,Los Angeles,3,Medium Risk
Arco,-118.3303524,33.9887029,Los Angeles,3,Medium Risk
Arco,-123.8061895,39.4291343,Mendocino,2,Mild Risk
Unknown Name,-118.2085652,33.7844489,Long Beach,3,Medium Risk
Cambria General Store,-121.09868529999999,35.5661688,San Luis Obispo,2,Mild Risk
Sinclair,-117.46850859999999,33.9462697,Riverside,2,Mild Risk
Weis Fuel,-117.44515729999999,33.9215245,Riverside,2,Mild Risk
Fastrip,-117.478076,33.946130100000005,Riverside,2,Mild Risk
Food 4 Less Gas,-117.45272460000001,33.9264334,Riverside,2,Mild Risk
USA Gasoline,-117.4408762,33.914112599999996,Riverside,2,Mild Risk
Mobil,-117.45337930000001,33.945471500000004,Riverside,2,Mild Risk
Sinclair,-117.4607929,33.9117776,Riverside,2,Mild Risk
Chevron,-117.44290929999998,33.915136499999996,Riverside,2,Mild Risk
Chevron,-117.4618186,33.94677720000001,Riverside,2,Mild Risk
Speedway,-117.454351,33.934601799999996,Riverside,2,Mild Risk
Speedway,-117.4643,33.9149469,Riverside,2,Mild Risk
ARCO,-117.4517686,33.9262517,Riverside,2,Mild Risk
C & J,-118.21196210000001,34.066320000000005,Los Angeles,3,Medium Risk
Western Gas,-117.49387720000001,33.927534,Riverside,2,Mild Risk
Alaska Gas,-122.28464869999999,37.8449214,Alameda,3,Medium Risk
Valero,-117.1390493,32.7612758,San Diego,3,Medium Risk
Shell,-119.0267117,36.0509225,Tulare,2,Mild Risk
Kwik Serv,-121.6506269,37.1254591,Santa Cruz,2,Mild Risk
Unknown Name,-121.60071210000001,37.085237899999996,Santa Cruz,2,Mild Risk
Live Oak American,-121.9840793,36.9712393,Santa Cruz,2,Mild Risk
Unknown Name,-118.62299999999999,34.193470700000006,Los Angeles,3,Medium Risk
Arco,-118.14638479999999,33.7601833,Long Beach,3,Medium Risk
Unknown Name,-117.82410420000001,34.1070524,Los Angeles,3,Medium Risk
Unknown Name,-117.81875320000002,34.106077500000005,Los Angeles,3,Medium Risk
Shell,-119.1588402,34.219555799999995,Ventura,3,Medium Risk
76,-117.17865800000001,32.82052,San Diego,3,Medium Risk
Mobil,-122.096833,37.667763,Alameda,3,Medium Risk
Arco,-116.05968759999999,34.13581,San Bernardino,0,
Chevron,-116.0597574,34.13526829999999,San Bernardino,0,
Circle K,-116.053835,34.1503769,San Bernardino,0,
76,-117.02418600000001,32.977921,San Diego,3,Medium Risk
Thrifty,-117.73722790000001,34.0904966,Los Angeles,3,Medium Risk
Arco,-117.7363861,34.0905226,Los Angeles,3,Medium Risk
Unknown Name,-119.03863999999999,35.3398721,Kern,3,Medium Risk
Unknown Name,-116.5458639,33.9030401,Riverside,2,Mild Risk
Shell,-122.08850659999999,37.388470899999994,Santa Clara,3,Medium Risk
7-Eleven,-117.023578,32.9564814,San Diego,3,Medium Risk
Rotten Robbie,-122.05974440000001,37.3975505,Santa Clara,3,Medium Risk
Ultra Fuel,-117.062919,32.951584600000004,San Diego,3,Medium Risk
USA Pro Gasoline,-122.03500770000001,36.9726239,Santa Cruz,2,Mild Risk
Chevron,-121.2741172,38.219874600000004,Amador,1,Low Risk
Unknown Name,-122.4164712,37.629183399999995,San Mateo,1,Low Risk
76,-121.2637486,38.6524541,Sacramento,3,Medium Risk
Shell,-121.27164140000001,38.66434829999999,Sacramento,3,Medium Risk
76,-121.27271709999998,38.6642011,Sacramento,3,Medium Risk
76,-121.07659620000001,38.904186700000004,Nevada,0,
Costco Gasoline,-116.2738828,33.7057169,Riverside,2,Mild Risk
ARCO,-116.2944946,33.716505,Riverside,2,Mild Risk
Chevron,-122.6244311,38.2503109,Sonoma,2,Mild Risk
76,-122.62652320000001,38.24916500000001,Sonoma,2,Mild Risk
Quick Stop,-121.85436340000001,36.597662299999996,Monterey,3,Medium Risk
Mobil,-116.30328519999999,33.7575097,Riverside,2,Mild Risk
76,-116.3022561,33.7574245,Riverside,2,Mild Risk
Chevron,-121.89255690000002,36.5955026,Monterey,3,Medium Risk
Shell,-122.05003500000001,37.5503224,Alameda,3,Medium Risk
Unknown Name,-118.9141341,35.26668170000001,Kern,3,Medium Risk
Fastrip,-118.91401869999999,35.2618198,Kern,3,Medium Risk
Unknown Name,-117.23548329999998,32.8007814,San Diego,3,Medium Risk
Unknown Name,-116.4009551,33.8166393,Riverside,2,Mild Risk
76,-118.2829114,33.79100579999999,Los Angeles,3,Medium Risk
Mobil,-114.57043190000002,33.6105564,Imperial,0,
76,-114.5885185,33.6107365,Imperial,0,
76,-114.72577749999999,33.6110542,Imperial,0,
Chevron,-117.3018598,34.1357802,San Bernardino,1,Low Risk
Chevron,-117.43422930000001,34.35937979999999,San Bernardino,1,Low Risk
Texaco,-118.44802379999999,35.1446872,Kern,0,
76,-118.2871217,34.1116654,Los Angeles,3,Medium Risk
Unknown Name,-118.30895220000001,34.1050573,Los Angeles,3,Medium Risk
76,-122.2461706,37.8138443,Alameda,3,Medium Risk
Arco,-121.6405781,36.678987799999994,Monterey,3,Medium Risk
Vons Gas Station,-120.45819099999999,34.647257,Santa Barbara,2,Mild Risk
Kwik Serv,-120.45801599999999,34.65365300000001,Santa Barbara,2,Mild Risk
Shell,-122.2123114,39.5239055,Butte,3,Medium Risk
Main Street Gas,-121.90666750000001,37.4307804,Santa Clara,3,Medium Risk
Chevron,-121.6902759,38.16110870000001,Contra Costa,2,Mild Risk
Unknown Name,-119.400155,35.0586941,Kern,3,Medium Risk
Sam's Club,-121.11806809999999,38.645435799999994,El Dorado,2,Mild Risk
Unknown Name,-118.52708,34.2352278,Los Angeles,3,Medium Risk
Arco,-117.88011599999999,33.68039520000001,Orange,3,Medium Risk
Palo Cedro Chevron,-122.23774409999999,40.559101500000004,Shasta,2,Mild Risk
76 gas station,-122.2386884,40.5546162,Shasta,2,Mild Risk
United Oil,-117.2051057,32.854967200000004,San Diego,3,Medium Risk
Chevron,-121.1141342,38.646027399999994,El Dorado,2,Mild Risk
76,-119.92032590000001,36.8324395,Fresno,1,Low Risk
Unknown Name,-118.41730700000001,34.0124266,Los Angeles,3,Medium Risk
Chevron Gas Station,-121.9321372,37.294866999999996,Santa Clara,3,Medium Risk
Delta Queen - Classic Car Wash,-121.9327836,37.2948296,Santa Clara,3,Medium Risk
Hamilton Union Service,-121.9438866,37.294684499999995,Santa Clara,3,Medium Risk
Unknown Name,-117.4745926,34.1494136,San Bernardino,3,Medium Risk
Unknown Name,-117.3430892,34.47082,San Bernardino,1,Low Risk
Costco Gasoline,-122.2177146,37.4786177,San Mateo,1,Low Risk
Shell,-122.069953,37.896688,Contra Costa,2,Mild Risk
Shell,-117.15375490000001,32.8324232,San Diego,3,Medium Risk
Shell,-122.06613899999999,37.9045414,Contra Costa,2,Mild Risk
Chevron,-117.14852150000002,32.822351899999994,San Diego,3,Medium Risk
Shell,-117.0980379,32.839654700000004,San Diego,3,Medium Risk
Chevron,-121.4194821,38.5957675,Sacramento,3,Medium Risk
Chevron,-122.45562520000001,37.7117689,San Francisco,2,Mild Risk
Unknown Name,-123.7952006,40.1001921,Mendocino,2,Mild Risk
Shell,-119.82533810000001,36.74977670000001,Fresno,1,Low Risk
Unknown Name,-116.92764340000001,32.785537899999994,San Diego,3,Medium Risk
Unknown Name,-118.43995770000001,34.674576,Los Angeles,2,Mild Risk
Mobil,-117.0748072,33.0232,San Diego,3,Medium Risk
Shell,-117.06039229999999,33.018507799999995,San Diego,3,Medium Risk
Shell,-117.0825014,33.0235908,San Diego,3,Medium Risk
Unknown Name,-124.18625449999999,41.752642,Del Norte,2,Mild Risk
Larkspur Gas,-122.53424609999999,37.9378688,Marin,1,Low Risk
Shell,-122.71394850000001,38.3873515,Sonoma,2,Mild Risk
Unknown Name,-121.1704175,38.705587,Sacramento,3,Medium Risk
Buck Meadows Gas Station,-120.0629213,37.8156026,Calaveras,1,Low Risk
Steve's 76,-121.98462509999999,36.987807600000004,Santa Cruz,2,Mild Risk
Circle K Gas,-116.29725479999999,33.7163745,Riverside,2,Mild Risk
Shoggys,-120.46493229999999,36.865759499999996,Fresno,3,Medium Risk
