name,longitude,latitude
Chevron,-118.1729464,34.0590822
Valero Corner Store,-122.0234531,36.9834866
Arco,-117.1276167,33.1976254
Arco,-120.4547561,34.9310885
Arco,-122.1392565,37.6861277
Cal Gas,-122.1383321,37.6829921
Home Gas,-122.4024683,37.7241659
76,-122.3882905,37.7426761
Valero,-122.4018703,37.7242275
Chevron,-122.3880795,37.743115
Chevron,-122.4409983,37.7169401
76,-118.2386891,34.0762089
Flying J,-119.1874575,35.5311601
Silver Gas & Diesel,-122.4057886,37.732214
Shell,-122.4061237,37.7325383
Mobil,-117.932597,33.9170657
Arco,-117.8810319,33.8183495
7-Eleven,-117.9085299,33.8182945
,-117.9588991,33.8588384
,-117.9596797,33.8588139
76 Gas Station,-121.327052,38.6608794
ARCO Gas Station,-121.3271835,38.660282
Valero,-122.1177969,37.6659992
Shell,-121.9035381,37.6981951
Chevron,-117.1240369,33.5920895
Flyers,-122.1825814,37.7077341
Shell Gas Station,-117.251496,33.3707132
Shell,-117.2063458,33.5678761
Valero,-120.0247246,36.9232221
Rapid 14,-118.3349262,34.1716259
Arco,-117.0767073,33.7394623
,-117.1042332,33.7432227
Chevron,-118.3303791,34.1061543
Sam's Club,-117.1791991,33.553931
,-117.1701418,32.7860841
USA Gas,-117.899661,33.9160014
Sunnyside 76,-117.9095085,33.8997746
,-117.2466814,33.1670291
,-117.2316409,33.2108899
,-117.2302081,33.2108685
76,-122.2699442,37.7988557
Arco,-117.2265353,34.136065
Chevron,-117.1935993,34.1361476
Oak Knoll Mobil,-120.4184093,34.864624
Munoz 76,-120.418479,34.8653326
,-117.2181143,33.7819811
Chevron,-117.2013544,33.0968648
Chevron,-117.2008129,33.5753689
76,-122.2581936,37.5119518
Holly,-122.2580924,37.5115363
76,-117.1576562,33.5559764
,-117.8694117,33.9114198
Chevron,-122.0962332,37.390518
Shell,-120.6484148,35.4630537
,-117.2431003,33.9024117
ARCO,-117.9240736,33.8794941
Arco,-117.3991325,34.5063378
Shell,-117.2252192,33.8450928
,-117.226606,33.8450975
,-117.2255987,33.8441017
Shell,-122.297849,37.8380332
Shell,-122.2672494,37.7947847
,-117.225715,33.8815356
,-117.2257845,33.8887536
Arco,-117.3647104,34.4707035
,-117.2615582,33.9175543
Shell,-117.3239877,33.9158474
Chevron,-117.647398,34.4429754
Circle K,-117.3463896,34.5064218
Arco,-117.3472025,34.5063136
,-122.2619058,37.5082582
Arco,-121.3126618,37.9539062
Shell,-117.8995691,33.9322583
,-117.3367328,33.9760301
,-117.3401748,33.9754137
Arco,-117.5729742,34.4266234
Unocal,-117.57225,34.426037
,-117.3674283,34.0374987
Chevron,-121.3640365,38.6605893
Valero,-121.3648194,38.6608236
,-117.3132257,34.0656792
,-117.3248691,34.0666316
7-Eleven,-121.8562536,36.5974297
,-117.340305,33.9833054
Pacific Pride,-121.5782037,37.0250579
Quick and Easy,-121.0026908,37.252994
Kwik Serv,-120.9978118,37.2536731
,-117.1856604,33.7147205
Chevron,-118.7618748,34.1448517
,-117.2158932,33.7869232
Arco,-117.3842405,34.427072
76,-117.385696,34.4271402
Market at the Ranch,-117.0796846,32.9126617
,-117.060555,32.9343222
,-117.1456942,32.9050395
,-117.322725,34.0335652
Circle K,-117.0049286,32.7732201
,-121.4458954,35.8761251
,-117.2950462,33.1788077
,-121.6435012,36.8890228
Chevron,-121.910689,37.7188977
Pacific Pride Commercial Fueling,-121.9497088,37.3837747
Flying J,-117.3986316,34.4080881
Easter Market,-117.1564348,33.9177232
,-120.3743271,38.8144532
Arco,-117.167531,33.6411088
Chevron,-121.2838262,38.8105324
Unocal,-117.3639839,34.4707246
,-117.3720679,34.3834168
Main Street Shell,-120.4161025,34.9527097
Main Street Mobil,-120.4184989,34.9527075
USA Gasoline,-117.1822938,34.0642903
7-Eleven,-121.2648503,38.7954197
,-117.2418789,32.7511327
,-121.2049253,38.8062335
,-121.2048492,38.8068715
Valero,-119.7456077,36.779276
,-117.2934154,34.5364011
,-117.7865021,33.863017
Mobil,-117.881428,33.9104241
Arco,-117.8805483,33.9105421
Chevron,-117.8938485,33.9137629
Shell,-117.0706452,33.0702053
Union 76,-117.1800394,34.0575136
Chevron,-122.2117662,39.5239026
Sunrise 7,-121.8230757,37.2799026
7-Eleven,-117.3664149,33.8825792
Arco,-122.297488,37.886481
Shell,-122.297626,37.887031
Arco,-117.4536703,33.9348429
76,-117.4544529,33.9430818
Exxon,-122.3048361,37.5519163
ampm,-121.0122608,37.674391
Shell,-120.9387566,37.7382281
76,-120.9315283,37.7378942
Circle K,-120.864949,37.7590171
Valero,-120.8601354,37.7610559
Chevron,-120.8558597,37.763112
Valero,-120.8589635,37.7616437
U Gas,-120.9190089,37.7406442
One Stop,-121.1773966,37.5611407
Kwik Serve,-121.1278867,37.470314
76,-118.2822153,33.9607194
Chevron,-118.2698663,33.9598273
Valero,-118.2699173,33.9603813
Chevron,-121.9477192,37.4901455
,-117.0738961,32.6820977
Chevron,-117.1716808,32.9071879
76,-123.0437694,38.3291133
USA Gasoline,-122.7079458,38.3287327
Valero,-118.2378348,34.0412452
Quik Korner,-117.0820088,33.1113423
K,-116.7786377,32.8379923
Chevron,-116.9173678,34.2411661
Valero,-116.9110985,34.2434971
USA Gasoline,-117.2019945,32.8314214
Performance Fuels,-124.1589031,40.8039808
,-124.1626251,40.8034239
,-124.1569475,40.8029886
,-118.5970767,34.1788024
76,-118.6056773,34.1934128
Shell,-118.331267,33.9886895
Arco,-118.3303524,33.9887029
Arco,-123.8061895,39.4291343
,-118.2085652,33.7844489
Cambria General Store,-121.0986853,35.5661688
Sinclair,-117.4685086,33.9462697
Weis Fuel,-117.4451573,33.9215245
Fastrip,-117.478076,33.9461301
Food 4 Less Gas,-117.4527246,33.9264334
USA Gasoline,-117.4408762,33.9141126
Mobil,-117.4533793,33.9454715
Sinclair,-117.4607929,33.9117776
Chevron,-117.4429093,33.9151365
Chevron,-117.4618186,33.9467772
Speedway,-117.454351,33.9346018
Speedway,-117.4643,33.9149469
ARCO,-117.4517686,33.9262517
C & J,-118.2119621,34.06632
Western Gas,-117.4938772,33.927534
Alaska Gas,-122.2846487,37.8449214
Valero,-117.1390493,32.7612758
Shell,-119.0267117,36.0509225
Kwik Serv,-121.6506269,37.1254591
,-121.6007121,37.0852379
Live Oak American,-121.9840793,36.9712393
,-118.623,34.1934707
Arco,-118.1463848,33.7601833
,-117.8241042,34.1070524
,-117.8187532,34.1060775
Shell,-119.1588402,34.2195558
76,-117.178658,32.82052
Mobil,-122.096833,37.667763
Arco,-116.0596876,34.13581
Chevron,-116.0597574,34.1352683
Circle K,-116.053835,34.1503769
76,-117.024186,32.977921
Thrifty,-117.7372279,34.0904966
Arco,-117.7363861,34.0905226
,-119.03864,35.3398721
,-116.5458639,33.9030401
Shell,-122.0885066,37.3884709
7-Eleven,-117.023578,32.9564814
Rotten Robbie,-122.0597444,37.3975505
Ultra Fuel,-117.062919,32.9515846
USA Pro Gasoline,-122.0350077,36.9726239
Chevron,-121.2741172,38.2198746
,-122.4164712,37.6291834
76,-121.2637486,38.6524541
Shell,-121.2716414,38.6643483
76,-121.2727171,38.6642011
76,-121.0765962,38.9041867
Costco Gasoline,-116.2738828,33.7057169
ARCO,-116.2944946,33.716505
Chevron,-122.6244311,38.2503109
76,-122.6265232,38.249165
Quick Stop,-121.8543634,36.5976623
Mobil,-116.3032852,33.7575097
76,-116.3022561,33.7574245
Chevron,-121.8925569,36.5955026
Shell,-122.050035,37.5503224
,-118.9141341,35.2666817
Fastrip,-118.9140187,35.2618198
,-117.2354833,32.8007814
,-116.4009551,33.8166393
76,-118.2829114,33.7910058
Mobil,-114.5704319,33.6105564
76,-114.5885185,33.6107365
76,-114.7257775,33.6110542
Chevron,-117.3018598,34.1357802
Chevron,-117.4342293,34.3593798
Texaco,-118.4480238,35.1446872
76,-118.2871217,34.1116654
,-118.3089522,34.1050573
76,-122.2461706,37.8138443
Arco,-121.6405781,36.6789878
Vons Gas Station,-120.458191,34.647257
Kwik Serv,-120.458016,34.653653
Shell,-122.2123114,39.5239055
Main Street Gas,-121.9066675,37.4307804
Chevron,-121.6902759,38.1611087
,-119.400155,35.0586941
Sam's Club,-121.1180681,38.6454358
,-118.52708,34.2352278
Arco,-117.880116,33.6803952
Palo Cedro Chevron,-122.2377441,40.5591015
76 gas station,-122.2386884,40.5546162
United Oil,-117.2051057,32.8549672
Chevron,-121.1141342,38.6460274
76,-119.9203259,36.8324395
,-118.417307,34.0124266
Chevron Gas Station,-121.9321372,37.294867
Delta Queen - Classic Car Wash,-121.9327836,37.2948296
Hamilton Union Service,-121.9438866,37.2946845
,-117.4745926,34.1494136
,-117.3430892,34.47082
Costco Gasoline,-122.2177146,37.4786177
Shell,-122.069953,37.896688
Shell,-117.1537549,32.8324232
Shell,-122.066139,37.9045414
Chevron,-117.1485215,32.8223519
Shell,-117.0980379,32.8396547
Chevron,-121.4194821,38.5957675
Chevron,-122.4556252,37.7117689
,-123.7952006,40.1001921
Shell,-119.8253381,36.7497767
,-116.9276434,32.7855379
,-118.4399577,34.674576
Mobil,-117.0748072,33.0232
Shell,-117.0603923,33.0185078
Shell,-117.0825014,33.0235908
,-124.1862545,41.752642
Larkspur Gas,-122.5342461,37.9378688
Shell,-122.7139485,38.3873515
,-121.1704175,38.705587
Buck Meadows Gas Station,-120.0629213,37.8156026
Steve's 76,-121.9846251,36.9878076
Circle K Gas,-116.2972548,33.7163745
Shoggys,-120.4649323,36.8657595
Chevron,-120.4557109,36.8570553
ARCO 42933,-118.1315997,34.1781615
Panther Petrol,-118.1213632,34.1688045
Shell,-118.2828651,34.0034482
76,-118.282967,34.0039907
Chevron,-118.2822428,34.0106834
Hi Sahara Oasis,-115.1831504,34.8172727
ampm,-120.9487224,37.5943162
Chevron,-120.9381625,37.5797441
Circle K,-120.8354741,37.0740116
Chevron,-119.6575798,37.5371407
,-119.9585291,34.577178
Richmond Gas 1,-122.3515775,37.9253667
Stop and Save Gasoline,-122.3479565,37.9254048
Valero,-122.3339718,37.9256208
Arco,-118.0866497,34.1459191
Shell,-116.6925855,34.828854
,-119.0386017,34.2238928
,-121.8652655,37.2653047
Gas & Go,-120.8398354,38.9051942
,-118.2659087,34.0467457
Shell,-121.3478994,38.6605087
Arco,-121.291616,38.6643184
Chevron,-121.2725793,38.6635784
76,-121.070425,38.6539801
Mobil,-120.7104377,38.7360814
Chevron,-120.5304801,38.7602159
Valero,-120.6178665,38.7496655
,-114.6105584,34.8399272
76,-116.1628637,34.727084
Chevron,-116.6958438,34.8313608
,-117.8067672,34.1033153
,-117.8067613,34.1027325
Clark's Travel Center,-116.2306767,33.727695
,-122.2447394,37.858337
Mobil,-120.4355727,34.9163297
Shell,-120.4355898,34.921128
76,-120.4365976,34.918378
Anita's Spirit,-120.4364123,34.9310513
Foods Co,-120.436426,34.9347239
Easy Serv,-120.4364729,34.9265602
Peppertree Chevron,-120.435959,34.9680783
Santa Maria Gas,-120.4353623,34.9680991
Alliance,-120.4359377,34.9674925
Gasco,-120.4459308,34.9534957
USA,-120.453263,34.9528779
Gasco,-120.4252021,34.9674363
Chevron,-120.4251258,34.9679361
USA,-120.4198189,34.9386527
Betteravia Mobil,-120.4166263,34.9232922
Fuel Connection,-120.4166263,34.923869
,-122.2468911,37.4697055
Chevron,-118.4856191,34.0141243
Kwik Serve Gas,-120.7204847,37.3901255
,-121.4094503,38.4957791
Valero,-120.5453197,39.3087305
,-124.1900761,40.7750686
76,-121.0219091,39.2509076
Chevron,-121.097676,38.942438
Shell,-121.2268406,38.7443353
ampm,-121.2252688,38.664243
Arco,-121.4148126,38.6105864
ampm,-121.2023628,38.6722093
ampm,-121.183008,38.6573649
Al's Gas,-120.9962672,37.7246496
Chevron,-121.0183311,37.6464261
Arco,-120.8494746,37.4724348
76,-120.8495021,37.4113376
Kwik Serve,-120.8515406,37.3272308
76 Gas,-117.7920608,34.0617512
,-117.0713128,33.0938632
Shell,-121.3864528,38.6675438
Chevron,-121.9645666,36.9734414
1-Stop,-117.670186,35.648305
Portola Valley Fuel,-122.2088625,37.3720096
Chevron,-120.6809057,35.6146138
Arco,-120.6808176,35.6154566
,-120.6734413,35.6275221
Shell,-116.2340266,33.73643
Shell,-116.5429151,33.9083559
76,-116.8676473,33.92517
Shell,-116.9004281,33.9252285
Rocky Gas,-117.1138716,34.0240228
Shell,-120.8546734,38.466182
Chevron,-120.8027619,38.3775957
Thrifty Gas,-117.0930655,32.5843272
Joes Travel Plaza,-121.291155,37.820584
Shell,-117.0670402,33.0682285
,-119.6589381,35.6166416
Pilot,-119.658836,35.615811
,-119.657079,35.6165737
,-119.6579859,35.6158412
,-119.6571196,35.6156931
Shell,-117.1619761,32.7501157
Pilot,-121.6298723,36.665615
Shell,-120.9081308,38.8094742
Chevron,-121.7312986,36.4790528
Valero,-117.1864732,34.1088162
Arco,-121.6546552,36.6807548
Shell,-121.6530222,36.6845012
76,-122.0141905,37.393096
,-118.3794383,33.9701877
,-120.8322644,39.1871971
Shell,-117.1757542,32.8199409
76,-121.9016123,36.582816
Golden Bear,-121.9432948,40.7935804
Quik Stop,-121.9570883,36.9905851
Timber Mountain Store,-121.2905919,41.6479145
,-121.6331524,39.0260852
Chevron,-121.6325355,39.0666891
Arco,-121.6348743,39.0978281
Quickstop,-121.6337156,39.0985711
PowerMarket,-121.6603339,39.2737183
Arco,-121.6615677,39.2763261
Gridley Grill,-121.6787272,39.3226898
,-122.1237874,40.1307879
Sunshine Gas,-122.1892977,40.1866684
76,-122.1979558,40.1868323
Chevron,-122.2834469,40.3697962
Chevron,-122.2874987,40.3897452
Chevron,-122.3654759,40.6224139
,-122.3848361,40.8880087
Pollard Flat,-122.4183959,40.9945163
Chevron,-122.2762447,41.2225727
Chevron,-122.1373057,41.2507659
Spirit,-122.3166007,41.3108239
Chevron,-122.1936058,39.4939585
Flyers,-122.0644154,39.0265211
Arco,-121.7835352,38.7000004
Chevron,-122.3173565,41.1483386
Chevron,-118.4761747,34.015672
Chevron,-120.9589167,37.6894472
USA Gasoline,-120.9583063,37.6772369
,-118.4703992,34.3922618
AM/PM,-122.3302315,37.9470366
Valero,-122.328692,37.9436565
,-118.5403562,34.4229172
,-118.4745201,34.2353019
Shell,-122.2205634,37.7674874
Valero,-121.9574565,37.9525007
Shell,-121.9566894,37.9521665
7-Eleven,-121.9935988,37.978201
,-122.0554535,37.6366101
,-122.0541124,37.6367737
,-118.5363987,34.2424243
Rotten Robbie,-121.9063768,37.2709036
Foxworthy Gas,-121.9054592,37.2711686
76,-121.9286,37.4892206
Madera Shell Gas & Food ,-120.0564497,36.9385762
Parkwood Mini Mart,-120.0557304,36.9380788
Kirkwood Station,-120.0732884,38.7028846
Valero,-118.9044559,34.3992968
,-117.146443,36.6070013
7-Eleven,-117.0928698,33.1357013
Chevron,-120.1723985,38.0746054
,-120.999152,37.798345
,-121.9168685,37.2632103
Chevron,-120.077984,36.9749646
Valero Gas Station,-120.0864676,36.9821217
Shell Gas,-120.0721124,36.9530023
,-118.5357991,34.2575446
76,-118.3787588,34.1502089
,-118.4410192,34.2348151
Arco,-118.5560955,34.3785645
Chevron,-120.0557612,36.9457849
,-118.5270354,34.2081891
,-118.5365892,34.2575124
Redhill 76 Circle K,-122.5666197,37.9811711
Shell,-119.86838,35.6146169
Shell,-118.2899588,37.1658401
Shell Gas Station,-120.0512584,36.9523108
76 Gas Station,-120.0525619,36.9532282
76,-122.2015347,39.7493976
Valero,-121.9545226,37.271956
Valero,-122.0885968,37.6611805
Chevron,-118.4378051,34.049944
Exxon,-121.956229,37.2696337
A Tool Shed Equipment Rental,-121.6533833,37.1318003
,-118.4478398,34.0675285
Arco,-119.0385563,34.2231057
Arco,-117.9073278,34.121966
Mobil,-117.9078347,34.1232227
,-118.5189327,34.2014193
,-118.5190025,34.200878
,-118.4839369,34.201409
,-118.4841032,34.2009276
,-116.8874441,34.9005415
Arco,-116.887235,34.9014511
Shell,-116.8871102,34.9038232
USA Gasoline,-116.4022742,33.7283424
Chevron,-118.1654448,34.7037073
,-118.5096329,34.2213572
Chevron,-118.2018982,34.0567718
Mobil,-118.1320544,34.1376012
7-Eleven,-117.1790384,33.1378225
Chevron,-120.6498724,35.2617352
Crane Flat Chevron,-119.7969556,37.7532314
Berri Brothers,-117.3737894,33.9744287
Conserv Fuel,-120.6652886,35.289035
Arco,-122.3356486,37.9905745
Mobil,-118.1742783,34.6898537
76,-122.4209216,37.7523094
Conserv Fuel,-120.191433,34.612831
Shell,-120.191588,34.612372
Chevron,-118.172885,34.697074
Pioneer Food Mart,-120.6917992,35.6263874
Chevron,-121.4508197,38.4957366
76,-121.4508411,38.4964924
Valero,-121.9523079,37.5573506
Arco,-121.9508996,37.5565408
Shell,-122.431338,37.7290442
76,-122.4296241,37.7301389
USA Gasoline,-117.8722317,34.0996849
7-Eleven,-117.8730387,34.0990945
ARCO Grand Carwash,-117.8729103,34.0742524
Chevron,-121.9231289,37.2430849
76,-122.4377294,37.7238458
Arco,-122.4527203,37.7090784
Valero,-122.464366,37.6960079
arco,-121.4764535,38.6301356
Shell,-121.4751339,38.6298904
Valero,-121.4758998,38.6273125
Mobil,-121.4752564,38.6201413
Arco,-121.568683,37.0212848
Shell,-121.509248,38.6564873
,-117.044933,32.5504761
,-117.0443268,32.5520056
,-117.0448136,32.5521492
Bonfare,-121.4753118,38.6222528
Chevron,-121.5117791,38.4959077
,-121.5269016,38.5803543
Chevron,-121.4011798,38.6109699
Valero,-121.3834854,38.6108
Arco,-121.503656,38.4959274
Shell,-121.4974701,38.613142
Shell,-121.5047353,38.6372595
,-121.7758052,37.6793476
,-121.7666163,37.681097
Beacon,-120.8485149,37.5044384
Quick Stop,-120.848547,37.5047107
Quick Stop,-120.8761979,37.5214291
Valero,-121.4564093,38.6443668
,-121.4786444,38.6547383
Chevron,-121.507823,38.6409917
Qwik Korner,-117.0011662,32.8382871
Valero,-120.4872106,37.3195397
76,-117.107891,32.950683
Valero,-121.999361,37.28442
Tupacks Liquor,-118.0789682,34.704189
,-117.0789618,32.7483428
Chevron,-121.1975501,37.7971714
Arco AM PM,-121.1894723,37.7977703
Quicki Kleen Car wash,-121.207647,37.7975817
,-121.2028029,37.7977788
Arco,-120.8501726,37.4761182
Chevron,-120.8485472,37.4749177
,-119.6921182,34.9488436
Mobil,-120.189279,34.611348
Dogpatch Biofuels,-122.3927992,37.7564805
Fastrip,-120.5740678,34.9674546
,-120.5715325,34.9724467
Costco Gasoline,-117.2237162,32.8199865
Chevron,-121.9921068,37.2911622
,-119.3124944,36.0642734
,-119.312848,36.0650526
Arco,-116.8829616,34.2561353
Park Gas & Food Station,-122.2933844,37.8046769
,-120.2758151,34.7441941
Collins Market,-120.2817935,34.7440048
,-117.8852161,33.8893097
,-117.1075749,32.952306
,-119.8708621,36.7714954
Flyers,-121.0934409,38.9346873
Chevron,-121.0580968,39.200828
,-119.3224485,36.19637
,-119.3218016,36.2114823
,-119.3432904,36.2086652
,-119.354166,36.2039708
,-122.0389447,37.956754
,-122.0336714,37.9596682
Shell,-122.0248953,37.939059
Shell,-117.2888866,33.0490424
,-120.8328144,35.3114677
,-124.1351625,40.7936218
,-124.1912689,40.768214
,-124.177874,40.7918064
Mobil,-119.0386629,35.35437
Shell,-122.621783,38.2356147
Chevron,-121.5690985,37.0218756
Shell,-120.6647966,35.2887623
,-119.038731,36.0872309
Chevron,-119.7003916,36.7354544
Shell,-119.6997211,36.7361379
Valero Gas,-119.6997479,36.7381585
Shell,-121.0707926,38.6547834
,-121.0677617,38.6505899
Shell,-121.6940384,38.5502766
Chevron,-121.9716327,37.5482415
Shell,-121.0159546,37.0547501
,-118.169267,33.8968243
Marsh Road Valero,-122.1885552,37.4740755
Chevron Marsh Road,-122.1836195,37.4808325
,-123.9758849,41.845708
Valero,-121.3223537,36.4185587
,-117.2463067,33.0531637
,-116.923983,32.8740051
,-122.4300648,37.6500851
Shell,-122.4305072,37.6506534
Hazard Center Auto Mall,-117.157994,32.7726343
Alianza,-122.408466,37.748191
Allstars,-122.406387,37.748693
,-121.83159,37.2664133
,-122.0974801,37.9021749
,-122.1534818,37.7519652
Chevron,-117.1731132,32.8783525
Shell,-117.2600592,33.0457099
,-122.3349031,40.5050244
Spirit,-118.419141,35.75813
Fastrip,-118.419966,35.758266
Shell,-117.871971,35.798538
Mobil,-118.002455,36.27367
Channel's Shell and AAA Towing,-119.1191729,37.9569449
Chevron,-120.0984464,37.4313512
The Oasis,-120.0979312,37.4326715
,-118.2912238,34.052099
Valero,-119.6004939,36.328487
Chevron,-119.3131489,36.3260344
Shell,-119.1354311,36.3266481
Texaco,-119.0892917,36.3249625
,-118.316469,34.1862528
Chevron,-118.9037722,36.4427327
Shell,-122.3385143,40.7068116
United Gas,-121.5711075,37.0203466
Valero,-122.1979012,39.9284647
Chevron,-122.1979719,39.9276486
Shell,-120.643306,35.247812
Neighborhood Gas,-122.5160563,37.5416917
,-124.2034811,41.9573519
Chevron,-121.9671843,37.7590355
,-121.2315905,37.9969972
76,-121.1742157,38.1157185
Shell,-121.1460847,38.1664487
Chevron,-117.2060041,32.7493228
Chevron,-119.7502858,34.4385132
,-120.5125352,38.4919505
76,-120.5280386,38.4520787
Chevron,-122.3380004,37.5197319
Best Truck Stop,-119.2930825,35.9738651
Bob's Truck Stop,-119.2914952,35.971788
Valero,-121.9343846,37.7058214
Shell,-121.8875287,37.7049114
Chevron,-121.9097562,37.7044468
76,-121.9103352,37.7048559
Shell,-121.9095656,37.7054824
Chevron,-120.6963243,38.7403341
Circle K,-120.4407512,34.6392229
Star 1 Gas,-121.619221,36.672429
Dublin Auto Wash,-121.9240627,37.7056237
Valero,-119.659935,35.616812
Mobil,-119.66072,35.6158
Rod & Ros,-121.8412918,36.6166816
Alliance Gasoline,-122.3831524,37.2517807
,-121.0674947,38.6499921
Shell,-122.1971443,39.9282857
Costco Gasoline,-121.974504,37.502409
Valero,-123.1162601,38.9709926
76,-123.116747,38.9697104
Self Serve Gasoline,-121.9196547,37.530878
Shell,-123.3475622,39.3930118
76,-121.9326961,37.2729088
,-121.6977692,37.1774415
Chevron,-120.994159,37.4927962
Chevron,-120.8394492,37.7569406
76,-120.9392703,37.5950473
Shell,-116.935372,32.8023965
7-Eleven,-117.1546366,32.8214987
76,-121.2651339,37.5394131
Quik Stop,-122.0732303,37.0476431
Valero,-119.9601557,35.9901005
Valero,-119.9614559,35.9919841
Kettleman City 76,-119.9600579,35.9885463
,-121.7984123,38.677258
76,-119.9600579,35.9885463
CFN,-119.961851,35.9882547
,-119.2280149,35.2674795
Chevron,-116.9122185,33.9254842
76,-121.8919815,40.4915343
Arco,-121.9266493,37.7105936
Arco,-121.548252,38.577194
76,-121.5479454,38.5766478
Valero,-121.5370754,38.5908699
Arco,-121.4205405,38.5968105
Chevron,-121.5762874,38.5756987
Arco,-121.5755003,38.5759214
Arco,-122.0320289,38.294644
Chevron,-121.4142033,37.7618524
Chevron,-121.8183178,37.7035127
Shell,-121.4284517,38.5997691
,-122.0654898,38.2585469
Chevron,-122.0647088,38.2586777
Costco Gasoline,-122.1453389,38.2136652
Arco,-122.138881,38.2128506
Arco,-121.9543673,38.370048
Chevron,-121.95563,38.3698152
76,-121.9333413,38.3859126
,-118.4534932,34.0327167
,-118.4531064,34.0322498
Hillside Chevron,-118.3515687,33.7990766
Shell,-124.2033008,41.9572721
Valero,-121.0751247,36.1876234
Valero,-121.9971096,37.3964312
Valero,-119.3999632,35.3995139
Speedy Fuel,-119.3973673,35.4026187
Mobil,-119.3965846,35.4007153
Travel Centers of America,-119.3967128,35.4012127
Shell,-121.7578399,36.7651243
7-Eleven,-121.8030356,36.6834801
76,-121.8050357,36.681469
Shell,-121.831009,37.2371936
,-116.6094919,34.8186662
Chevron,-120.6987865,35.7486863
Valero,-121.0753056,36.1884278
76,-118.3966559,33.9239031
Chevron,-117.8655405,34.0200983
Arco,-120.9590989,37.7323206
Shell,-121.5053021,38.5961708
,-117.4344732,34.3599252
Shell,-121.4599302,38.4956165
76,-121.4274502,38.5486458
Chevron,-121.4282704,38.5514805
Chevron,-121.8014366,36.2646974
76,-122.2611743,37.8477109
,-118.4858032,34.0237068
Costco Gasoline,-122.2153551,38.1324085
,-121.2294141,40.3091541
,-118.338029,34.184819
Arco,-118.3473148,34.1680476
,-118.3375194,34.1974474
,-118.3253636,34.1968174
,-118.3498361,34.1745852
,-118.349364,34.1845438
,-116.9668674,32.6502681
,-116.9685465,32.6462526
76,-124.1540076,40.5778128
Fastrip,-120.3582566,36.1413537
Vallero,-120.3538513,36.1474215
,-124.0734844,41.2849706
76,-117.9290943,33.8951856
Stawberry Park Shell,-121.9767618,37.3156093
Valero,-121.9763072,37.316386
76,-121.9751431,37.3161759
,-120.1331678,37.0194773
Pilot,-121.9502687,38.8620004
Pilot (Truck Stop),-121.9510036,38.8625246
Pilot Travel Center,-121.6298617,36.6649289
,-116.9532048,32.5683647
USA Gas,-118.1084181,34.0627817
,-121.7468173,37.9610631
,-116.5464995,33.9030186
,-121.7605377,37.9622592
,-114.6018777,34.8374834
Chevron,-114.6223867,34.8489205
,-117.0418667,32.6289407
Mobil,-114.6052882,33.6077552
Moonridge Fuel,-116.8837342,34.2444432
Alliance,-120.5422198,41.4948269
Chevron,-120.5421769,41.4940956
7-Eleven,-119.722796,34.4013135
Shell,-121.4671409,38.5760801
Arco,-117.2120134,32.7443123
Shell,-117.2046909,32.7543034
Arco,-117.1952507,32.8347558
,-116.8545869,34.2600039
,-116.845883,34.2613965
,-121.4763979,41.9531853
Arco,-118.795148,34.405186
Arco,-119.270986,35.4995401
Chevron,-119.2713539,35.5000654
Shell,-119.2637998,35.5002142
Chevron,-117.8970678,34.5060691
Valero,-119.3991573,35.3992897
County Vehicles Only,-122.0209203,36.9776204
Shell,-119.273292,34.267597
Arco,-122.0145663,37.3379957
76,-122.013589,37.3532523
Mobil,-118.55311,34.1863042
,-118.2913562,34.0906457
Arco,-118.3704431,33.9457363
Crestline Valero,-117.2853108,34.2420617
Shell,-119.808897,36.342717
Five Points General Store Shell,-117.2201937,34.2398206
Bonneau's 76,-122.461535,38.235664
,-120.6780789,35.3017876
,-120.983684,39.6829351
,-122.1504059,37.7536071
,-122.1530511,37.7537086
Arco,-117.1994938,34.1207162
Valero,-117.1985906,34.1208526
7-Eleven,-117.2091916,34.1360125
,-123.7887981,39.2707425
,-118.390453,34.0327454
Chevron,-119.6825005,36.7509251
U&A Mini Mart,-119.5556718,36.7354678
Shell,-122.5035912,37.8691554
Arco,-117.9538907,33.708635
Arco,-117.9548358,33.7093146
Shell,-117.5168846,33.8856355
Costco Gasoline,-117.2642593,34.0674876
Costco Gasoline,-117.441088,34.1370844
Chevron,-120.99421,37.4926752
Chevron,-121.9996193,38.0147496
BioFuel Oasis,-122.279393,37.8534585
Sutter Food and Gas,-121.754418,39.142757
Arco,-118.3756708,33.9596689
,-121.7290088,38.6709444
Arco,-121.7289653,38.6758681
Quik Stop,-121.7834969,38.6917376
,-116.9379533,32.5559247
Quik Stop,-121.9703576,38.2793545
AmeriGas,-120.4890618,37.274222
Chevron,-118.4683843,34.0013569
,-120.6158959,35.1209827
,-117.9764684,33.8465453
,-117.9766362,33.8471737
,-117.9758888,33.8471815
Chevron,-122.1972249,37.737538
Chevron,-118.295098,34.063806
Chevron,-122.2902663,37.5414797
Hillsdale car care,-122.2908376,37.5411266
Shell,-118.425048,35.753358
Valero,-120.0423585,36.9734095
76,-120.0431562,36.9741346
Chevron,-120.0731158,36.9533579
AM PM,-120.8786233,37.0578432
Mobil,-118.029876,33.9174813
Safeway Fuel Station,-121.9264416,37.7055
,-120.8481107,37.6382591
CFN,-120.8399,37.0588073
